Customer_names,Brand,Model,Engine_size,Fuel_type,Year_of_manufacture,Mileage,Price,purchase_place
Aishwarya Bhatia,Mahindra,Swift,1.4,Petrol,1995,137047,2112,Basavanagudi
Manoj Kumar,Mahindra,Creta,2.4,Petrol,2000,147822,5663,Whitefield
Sanjay Reddy,Maruti,Thar,1.8,Petrol,2012,55740,23664,Malleswaram
Arjun Bhatia,Tata,i20,1.4,Petrol,2011,101237,9351,Indiranagar
Neha Patel,Toyota,Swift,1.6,Diesel,1992,228401,1345,Hebbal
Kavya Kumar,Maruti,Innova,1,Petrol,1993,190532,1448,Malleswaram
Ravi Pillai,Mahindra,Thar,1.8,Diesel,2015,34716,23756,Jayanagar
Sanjay Krishnan,Maruti,Creta,3,Petrol,1994,214255,2400,Whitefield
Ravi Joshi,Honda,Innova,1.8,Diesel,1993,155847,2739,Hebbal
Meera Mishra,Honda,City,2.4,Petrol,1991,170174,2854,Yelahanka
Meera Dutta,Tata,Baleno,2.4,Diesel,2002,95488,10676,Yelahanka
Neha Rao,Maruti,Seltos,1.6,Petrol,2017,63009,24351,Whitefield
Arjun Deshmukh,Tata,i20,1.8,Petrol,1998,232831,1859,HSR Layout
Neha Patel,Maruti,Swift,2,Diesel,1985,226517,1061,Whitefield
Ravi Sharma,Kia,i20,1,Petrol,1991,270441,613,Yelahanka
Divya Iyer,Maruti,Innova,2.2,Hybrid,2010,77158,23852,Basavanagudi
Ravi Mishra,Honda,Nexon,4.4,Petrol,2018,38002,100396,HSR Layout
Meera Menon,Mahindra,Creta,1,Petrol,2019,19549,20220,Whitefield
Pooja Reddy,Hyundai,Innova,1.6,Diesel,1992,146137,2592,HSR Layout
Ananya Mishra,Honda,City,1.8,Diesel,2003,88737,9370,Hebbal
Deepak Dutta,Maruti,Thar,2.2,Hybrid,2001,205272,4711,Koramangala
Ravi Bhatia,Maruti,Harrier,3,Diesel,1999,162506,5785,Basavanagudi
Ravi Singh,Tata,Harrier,1,Hybrid,2010,89352,12567,Jayanagar
Vivek Singh,Tata,Thar,2.2,Hybrid,1995,228893,2554,HSR Layout
Suresh Krishnan,Maruti,i20,2.4,Hybrid,2003,65299,16916,Basavanagudi
Ravi Patel,Toyota,Nexon,2.4,Hybrid,2004,122859,11961,Hebbal
Ajay Menon,Hyundai,i20,5,Petrol,2009,118674,33819,Yelahanka
Ananya Iyer,Kia,City,2.4,Diesel,1998,119401,6842,Hebbal
Divya Choudhary,Mahindra,Seltos,1,Petrol,2002,151130,2540,Yelahanka
Manoj Verma,Mahindra,Innova,1.6,Diesel,2005,146109,6168,Koramangala
Manoj Mishra,Toyota,Seltos,1.4,Diesel,2005,113499,7454,Rajajinagar
Kavya Deshmukh,Tata,Thar,2,Diesel,2017,28019,37067,Hebbal
Vivek Bhatia,Tata,City,1.4,Petrol,1990,269052,474,Malleswaram
Vivek Dutta,Maruti,Nexon,1.2,Petrol,2004,136729,3572,Hebbal
Priya Menon,Hyundai,City,2,Petrol,2009,89528,13330,Hebbal
Kiran Dutta,Hyundai,Innova,1.6,Petrol,2006,110835,5912,Rajajinagar
Kiran Pillai,Toyota,Creta,1.8,Diesel,1998,163330,3592,Koramangala
Ajay Joshi,Kia,City,3,Petrol,2001,149845,6990,Rajajinagar
Rohit Choudhary,Tata,Thar,1.8,Petrol,1998,212867,1870,Rajajinagar
Ananya Bhatia,Maruti,Thar,2,Petrol,2010,81372,17485,Yelahanka
Ravi Bhatia,Mahindra,Harrier,2.4,Petrol,2014,41753,37243,Rajajinagar
Pooja Singh,Maruti,Harrier,1.2,Petrol,1997,239517,1122,Hebbal
Ravi Gupta,Hyundai,Harrier,1.8,Diesel,2001,105828,7244,Rajajinagar
Kiran Gupta,Kia,Innova,5,Petrol,2018,22394,117069,Hebbal
Rohit Pillai,Maruti,Harrier,2,Petrol,2020,19031,43309,HSR Layout
Priya Singh,Honda,i20,1,Hybrid,1997,180058,1713,Jayanagar
Deepak Patel,Kia,i20,3,Petrol,1991,170325,2882,Rajajinagar
Divya Iyer,Maruti,Baleno,1.6,Petrol,2002,155046,4512,Whitefield
Arjun Mehta,Hyundai,Harrier,1.4,Petrol,2020,18372,36365,Yelahanka
Kiran Gupta,Toyota,i20,2,Petrol,1995,178641,1836,Basavanagudi
Ajay Iyer,Kia,Creta,5,Petrol,1992,118737,10883,Koramangala
Divya Joshi,Hyundai,Seltos,1.4,Petrol,2010,88585,8277,Whitefield
Sneha Verma,Kia,Baleno,1.4,Hybrid,1996,98226,5486,Indiranagar
Suresh Rao,Honda,i20,2,Petrol,1999,159100,3354,Rajajinagar
Sanjay Iyer,Toyota,Swift,1.2,Petrol,1999,64567,5020,Whitefield
Ajay Kumar,Kia,Creta,1.8,Hybrid,1997,144124,5489,Koramangala
Divya Joshi,Mahindra,Creta,1.8,Hybrid,1996,130832,4858,Rajajinagar
Aishwarya Reddy,Hyundai,Nexon,4.4,Petrol,2014,65560,64703,Rajajinagar
Kiran Menon,Kia,Thar,2,Hybrid,2010,104153,15239,Koramangala
Aishwarya Krishnan,Maruti,Baleno,1.8,Diesel,2006,127937,8541,Koramangala
Ravi Rao,Mahindra,Creta,2.2,Hybrid,2017,32533,50459,Jayanagar
Pooja Reddy,Honda,Nexon,2,Hybrid,2016,55296,39191,Rajajinagar
Meera Nair,Tata,Innova,1.8,Diesel,1999,28697,10078,Basavanagudi
Neha Mishra,Hyundai,i20,1.2,Petrol,1991,203330,856,Malleswaram
Sneha Patel,Tata,Thar,1.6,Petrol,2017,33632,29201,Indiranagar
Neha Bhatia,Kia,i20,1,Petrol,2012,60507,11196,HSR Layout
Rohit Iyer,Tata,i20,1.4,Diesel,2005,67837,10315,Hebbal
Vivek Patel,Tata,City,1.4,Petrol,2018,33154,23381,Indiranagar
Vivek Dutta,Mahindra,Nexon,4,Petrol,2003,98367,15827,Indiranagar
Aishwarya Menon,Honda,Creta,1.2,Petrol,1996,139282,2053,Whitefield
Meera Joshi,Mahindra,i20,1.4,Hybrid,1996,130661,4290,Malleswaram
Sanjay Patel,Kia,Thar,4.4,Petrol,1989,167419,5645,Indiranagar
Divya Bhatia,Mahindra,Thar,2,Petrol,1994,114529,4979,HSR Layout
Pooja Bhatia,Mahindra,Innova,1,Diesel,2019,26061,28928,HSR Layout
Pooja Mishra,Honda,Thar,1.2,Petrol,1994,191970,1155,Hebbal
Meera Bhatia,Kia,Creta,1.8,Petrol,2003,159311,4938,Basavanagudi
Aishwarya Joshi,Tata,i20,1.4,Petrol,1999,167643,2145,Hebbal
Vivek Patel,Mahindra,Baleno,2,Petrol,2014,52847,16839,Yelahanka
Pooja Mehta,Maruti,Creta,2,Petrol,2005,112840,8606,Jayanagar
Priya Joshi,Maruti,Swift,2.4,Hybrid,2010,55165,28802,Indiranagar
Ravi Kumar,Mahindra,Seltos,1,Hybrid,2004,140690,5707,Koramangala
Pooja Deshmukh,Toyota,Innova,1,Hybrid,2014,54799,15922,Hebbal
Ajay Pillai,Hyundai,i20,1.4,Hybrid,2012,8121,21591,Jayanagar
Kiran Patel,Tata,Seltos,2,Diesel,2020,23309,46493,Jayanagar
Suresh Deshmukh,Hyundai,Harrier,1.8,Petrol,2009,28864,15688,Yelahanka
Kiran Gupta,Honda,Thar,1.8,Hybrid,2017,64086,30496,Yelahanka
Deepak Krishnan,Toyota,Swift,1.6,Diesel,2000,105325,6413,Malleswaram
Kavya Sharma,Mahindra,Thar,1.8,Diesel,2018,47607,31675,Indiranagar
Pooja Bhatia,Toyota,Baleno,1.4,Hybrid,2003,120144,5711,Indiranagar
Ajay Mehta,Mahindra,Creta,1.4,Hybrid,2003,73742,7992,Basavanagudi
Aishwarya Reddy,Hyundai,Baleno,1.8,Petrol,1990,277384,715,Hebbal
Kiran Rao,Honda,Thar,1.8,Hybrid,1999,191422,2899,Koramangala
Deepak Bhatia,Toyota,Nexon,1.4,Petrol,2021,8570,28248,Rajajinagar
Ajay Menon,Mahindra,City,1.6,Petrol,2010,130601,7868,Jayanagar
Pooja Choudhary,Maruti,Creta,2,Diesel,2002,155718,5219,Rajajinagar
Ravi Joshi,Tata,Harrier,1.4,Petrol,1998,152152,2643,Koramangala
Suresh Singh,Maruti,Thar,1.6,Petrol,2016,57559,23597,Indiranagar
Priya Krishnan,Tata,Swift,3,Petrol,2018,20760,53286,Malleswaram
Vivek Kumar,Kia,Baleno,1.4,Diesel,2005,53050,9622,Whitefield
Aishwarya Mehta,Maruti,Swift,2,Diesel,2000,133898,5758,HSR Layout
Ravi Sharma,Hyundai,Harrier,2.4,Hybrid,2019,32702,60161,Jayanagar
Ananya Singh,Maruti,Innova,1.4,Hybrid,2011,98262,12063,Malleswaram
Ravi Mishra,Hyundai,Nexon,1,Petrol,1996,134925,1991,Indiranagar
Sneha Menon,Mahindra,Harrier,1.8,Petrol,1990,186969,1641,Hebbal
Pooja Gupta,Maruti,Seltos,1.2,Hybrid,2010,12868,17063,Malleswaram
Arjun Deshmukh,Maruti,Creta,1,Hybrid,1999,141719,4055,HSR Layout
Ravi Reddy,Tata,Innova,1,Petrol,2004,125094,3574,Indiranagar
Vivek Mishra,Kia,i20,1.2,Diesel,1996,154775,2315,HSR Layout
Suresh Patel,Tata,Nexon,1.8,Diesel,1997,86917,5105,Koramangala
Neha Nair,Toyota,Swift,1.6,Petrol,1998,124349,4626,Rajajinagar
Shalini Sharma,Mahindra,Thar,1.4,Diesel,1993,174669,2159,Malleswaram
Manoj Krishnan,Toyota,City,2.2,Hybrid,1984,204648,1525,Hebbal
Kavya Dutta,Tata,Baleno,1,Hybrid,1989,337707,271,Jayanagar
Neha Rao,Toyota,City,2.6,Petrol,1999,148357,7861,Basavanagudi
Shalini Choudhary,Honda,Seltos,1.6,Petrol,1999,199786,1784,Rajajinagar
Meera Deshmukh,Honda,Baleno,2,Petrol,2018,29337,41459,Indiranagar
Deepak Mehta,Mahindra,Innova,1.6,Diesel,2006,115658,8456,Hebbal
Manoj Pillai,Kia,Creta,1,Petrol,2006,41621,8444,Whitefield
Aishwarya Joshi,Honda,Swift,1.8,Petrol,2015,59138,19469,Yelahanka
Sanjay Sharma,Hyundai,Swift,1.4,Petrol,2018,30997,20447,Rajajinagar
Sneha Sharma,Hyundai,Thar,2,Petrol,2008,53985,21131,Basavanagudi
Ananya Krishnan,Hyundai,Creta,1,Hybrid,1993,156654,1851,Malleswaram
Kiran Reddy,Kia,Thar,1.2,Petrol,1992,225079,753,Jayanagar
Divya Bhatia,Maruti,City,1.8,Diesel,2007,71855,11030,Whitefield
Arjun Dutta,Mahindra,Creta,4.4,Petrol,1998,67731,21950,Jayanagar
Manoj Reddy,Kia,Creta,2.4,Petrol,2008,68280,19290,Jayanagar
Rohit Joshi,Hyundai,i20,1.8,Petrol,1995,211228,1937,Whitefield
Kiran Iyer,Tata,Innova,1.4,Petrol,2005,118530,4755,Jayanagar
Vivek Pillai,Kia,i20,1.8,Hybrid,2015,48664,30849,Whitefield
Aishwarya Iyer,Honda,Innova,1.4,Petrol,2020,20157,36011,Yelahanka
Sanjay Mishra,Hyundai,Seltos,2,Petrol,1985,373208,153,HSR Layout
Kiran Deshmukh,Kia,City,1.2,Petrol,2019,27780,23866,Jayanagar
Divya Choudhary,Hyundai,Innova,1.2,Petrol,2007,64163,8581,Whitefield
Sneha Mishra,Kia,Seltos,1.2,Petrol,2002,99033,4280,Malleswaram
Rohit Deshmukh,Maruti,Seltos,2.2,Petrol,2017,48190,34626,Hebbal
Ravi Deshmukh,Honda,Nexon,2.2,Hybrid,2014,50827,37000,Jayanagar
Deepak Menon,Hyundai,Seltos,1.4,Petrol,2016,45350,19026,HSR Layout
Kiran Deshmukh,Tata,Innova,1.4,Hybrid,1994,165440,2828,Koramangala
Vivek Mishra,Maruti,Nexon,1.4,Diesel,1990,210555,1293,Koramangala
Priya Nair,Kia,Seltos,1.8,Diesel,2016,27782,31467,Koramangala
Divya Deshmukh,Kia,Nexon,1.6,Diesel,1998,150311,3738,Koramangala
Rohit Nair,Mahindra,i20,4.4,Petrol,2003,163343,14856,Rajajinagar
Pooja Iyer,Hyundai,Thar,1,Hybrid,1986,306068,391,Basavanagudi
Ananya Bhatia,Hyundai,City,2.4,Petrol,2008,111766,12811,Hebbal
Sneha Dutta,Kia,i20,2,Hybrid,1993,168873,2486,Indiranagar
Rohit Iyer,Maruti,Innova,1.8,Hybrid,1992,205570,2332,Indiranagar
Priya Mishra,Tata,Innova,1.8,Hybrid,1996,175081,3378,Basavanagudi
Neha Pillai,Mahindra,i20,1.2,Petrol,2018,35285,21379,Rajajinagar
Pooja Iyer,Toyota,Thar,2.4,Hybrid,2014,63400,35661,Malleswaram
Shalini Krishnan,Hyundai,Creta,2,Diesel,1993,204600,1901,Hebbal
Sneha Reddy,Kia,Baleno,1.6,Diesel,2016,56121,26177,Whitefield
Suresh Rao,Hyundai,Seltos,5,Petrol,2008,92168,38507,HSR Layout
Ananya Deshmukh,Toyota,Seltos,1.4,Petrol,2014,57859,15397,Jayanagar
Ajay Verma,Tata,Seltos,1.4,Petrol,2013,59731,17821,Hebbal
Suresh Deshmukh,Mahindra,Thar,4.4,Petrol,2011,53197,57366,Hebbal
Aishwarya Bhatia,Hyundai,Thar,2.2,Petrol,1992,174998,5409,Whitefield
Arjun Bhatia,Toyota,Swift,1.6,Petrol,2006,86229,9992,Yelahanka
Kavya Sharma,Kia,Creta,1.4,Petrol,2007,102383,7471,Basavanagudi
Rohit Reddy,Hyundai,City,2,Diesel,1993,223039,1141,Malleswaram
Sneha Dutta,Maruti,Seltos,1.2,Petrol,2002,117721,3626,Jayanagar
Arjun Verma,Hyundai,Nexon,1.8,Diesel,2000,51463,9840,Koramangala
Sneha Menon,Maruti,Creta,1.4,Petrol,2019,9131,37417,HSR Layout
Ravi Reddy,Kia,i20,1.4,Hybrid,1993,122355,2882,Indiranagar
Aishwarya Iyer,Maruti,Nexon,3,Petrol,1994,164729,7872,Basavanagudi
Ravi Menon,Mahindra,Thar,1.6,Petrol,1994,177653,1549,Yelahanka
Manoj Krishnan,Kia,Innova,2,Diesel,1986,219972,1087,HSR Layout
Aishwarya Mishra,Tata,i20,2.4,Petrol,1995,215837,2262,Whitefield
Suresh Patel,Hyundai,Thar,2,Petrol,1993,154152,2789,Indiranagar
Sneha Krishnan,Hyundai,Innova,1.8,Diesel,1999,119643,5406,Malleswaram
Kiran Mishra,Honda,Baleno,1.2,Hybrid,2010,69474,10487,Yelahanka
Sanjay Mehta,Tata,Nexon,1,Petrol,2012,31398,11557,Indiranagar
Vivek Nair,Honda,Swift,1.2,Petrol,2002,111325,3907,Jayanagar
Deepak Sharma,Toyota,Harrier,1.2,Hybrid,2018,27120,26893,Indiranagar
Ajay Gupta,Hyundai,Swift,1,Petrol,2010,90250,8004,Malleswaram
Ananya Kumar,Tata,Harrier,1.4,Petrol,1998,115848,4413,Jayanagar
Vivek Gupta,Toyota,Creta,2.4,Petrol,2017,40169,37975,Whitefield
Shalini Reddy,Tata,i20,1.2,Hybrid,2015,64680,17493,Malleswaram
Neha Patel,Honda,Seltos,2,Petrol,2010,73437,11275,Hebbal
Sanjay Verma,Hyundai,Creta,2.2,Petrol,2006,111865,10727,Indiranagar
Kiran Joshi,Hyundai,Nexon,1.6,Diesel,2012,54876,20209,Indiranagar
Kiran Nair,Tata,i20,2,Petrol,1993,359631,563,Hebbal
Ananya Patel,Toyota,Innova,2.2,Hybrid,1997,245914,2498,Whitefield
Ajay Mishra,Tata,Seltos,1.2,Hybrid,2010,49642,13799,Indiranagar
Vivek Verma,Hyundai,Thar,2.6,Diesel,2003,144575,11113,Malleswaram
Sneha Krishnan,Maruti,City,1.6,Diesel,2022,4976,49611,Whitefield
Priya Dutta,Tata,Seltos,2.2,Petrol,1998,177757,4085,HSR Layout
Neha Deshmukh,Honda,Creta,4,Petrol,2015,66146,44057,Hebbal
Deepak Joshi,Hyundai,Seltos,1.4,Hybrid,2017,38503,25435,Malleswaram
Sneha Deshmukh,Tata,Swift,1.8,Petrol,1995,190814,1860,Koramangala
Ananya Kumar,Maruti,Innova,1.4,Diesel,1996,97625,4862,Malleswaram
Ravi Pillai,Hyundai,Nexon,1.8,Petrol,2018,24275,29339,Whitefield
Arjun Menon,Maruti,City,1.4,Petrol,1993,186956,1219,Jayanagar
Priya Dutta,Maruti,Seltos,1.2,Hybrid,1993,231556,1054,Jayanagar
Priya Deshmukh,Tata,Creta,1.4,Hybrid,1992,64359,5312,Hebbal
Neha Joshi,Honda,Swift,2.2,Petrol,1994,230315,1966,Yelahanka
Deepak Sharma,Toyota,Baleno,1.8,Diesel,2009,77044,15164,Koramangala
Shalini Rao,Honda,Creta,1.8,Diesel,1989,140503,2356,Indiranagar
Deepak Joshi,Tata,City,2,Petrol,2000,23468,7884,Indiranagar
Vivek Dutta,Mahindra,i20,1.4,Hybrid,1994,103035,4635,Hebbal
Manoj Patel,Toyota,Seltos,1.8,Diesel,1994,126719,3667,Hebbal
Kavya Deshmukh,Tata,Thar,1.8,Diesel,1985,193149,982,Indiranagar
Neha Bhatia,Kia,Swift,1,Petrol,2018,47037,22772,Jayanagar
Aishwarya Kumar,Tata,i20,2,Hybrid,1990,157876,3242,Whitefield
Vivek Iyer,Honda,Harrier,1.4,Diesel,2002,138302,5031,Basavanagudi
Deepak Singh,Toyota,Innova,1.2,Petrol,2013,51952,11956,Basavanagudi
Ajay Mishra,Toyota,Harrier,2,Petrol,2006,76202,10058,Malleswaram
Ajay Singh,Maruti,Nexon,1,Petrol,2013,29592,14454,Jayanagar
Ravi Nair,Tata,Nexon,1.6,Diesel,2014,65411,20607,Jayanagar
Neha Nair,Hyundai,i20,1.6,Petrol,2018,32449,22246,Hebbal
Kiran Patel,Maruti,Baleno,1.6,Petrol,1995,270341,1062,Koramangala
Arjun Mehta,Mahindra,Baleno,1.4,Petrol,2012,38661,15960,Malleswaram
Pooja Mehta,Mahindra,Thar,1.8,Diesel,1993,120889,3042,Malleswaram
Pooja Bhatia,Maruti,Harrier,1.8,Diesel,2006,79843,12179,Indiranagar
Priya Gupta,Maruti,Creta,1.6,Petrol,2018,60226,27746,Rajajinagar
Ravi Reddy,Mahindra,Thar,2.2,Hybrid,1986,400992,271,Jayanagar
Sanjay Krishnan,Hyundai,Harrier,2,Petrol,1998,164920,4124,Basavanagudi
Sneha Singh,Maruti,Thar,1,Diesel,2008,61888,11175,Hebbal
Ravi Krishnan,Tata,Harrier,1.2,Petrol,1993,230701,931,Indiranagar
Suresh Singh,Tata,Innova,1,Hybrid,2008,115500,9074,HSR Layout
Neha Pillai,Kia,City,1.4,Petrol,2000,71638,4776,Jayanagar
Suresh Choudhary,Honda,Nexon,1.6,Petrol,2013,67645,18091,Koramangala
Deepak Nair,Hyundai,Nexon,1.4,Diesel,1991,212497,1285,Yelahanka
Sneha Menon,Tata,i20,2,Diesel,2002,137589,6389,Koramangala
Neha Patel,Kia,Innova,1.4,Petrol,1989,277170,596,Basavanagudi
Divya Mishra,Mahindra,Swift,1.2,Petrol,1996,208038,1145,Basavanagudi
Manoj Sharma,Maruti,Creta,2.4,Hybrid,2003,154135,8714,Jayanagar
Priya Joshi,Hyundai,Creta,1,Petrol,2019,29694,18611,Jayanagar
Kiran Reddy,Tata,Baleno,2.4,Hybrid,2004,113048,12893,HSR Layout
Ananya Rao,Toyota,Innova,2,Petrol,1986,213851,1045,Hebbal
Kavya Pillai,Maruti,City,4.4,Petrol,2001,127709,17354,Koramangala
Arjun Choudhary,Toyota,Swift,2.2,Petrol,1993,150656,3322,Malleswaram
Kavya Kumar,Kia,Nexon,1.4,Petrol,2019,29011,25598,Indiranagar
Rohit Menon,Toyota,i20,1.2,Petrol,1997,115483,2643,Malleswaram
Kavya Iyer,Maruti,Innova,1,Petrol,2006,114035,4445,Whitefield
Priya Mishra,Tata,Baleno,1.8,Diesel,1997,184301,2362,Yelahanka
Vivek Rao,Mahindra,Nexon,1.4,Hybrid,1993,175174,2437,HSR Layout
Pooja Menon,Honda,City,1.6,Diesel,2000,165023,3994,Hebbal
Meera Choudhary,Toyota,Baleno,1,Petrol,2002,104845,3647,Malleswaram
Ajay Rao,Mahindra,Seltos,1.8,Diesel,2001,151912,4823,Indiranagar
Manoj Verma,Toyota,Nexon,1.8,Hybrid,2016,45103,27273,Koramangala
Ajay Nair,Hyundai,Harrier,1.4,Hybrid,2010,85417,11760,HSR Layout
Ananya Singh,Kia,Thar,1,Hybrid,1997,198215,2202,Malleswaram
Divya Bhatia,Toyota,Harrier,1.6,Diesel,2006,111225,9155,Basavanagudi
Ajay Gupta,Tata,Harrier,1.4,Diesel,1996,221243,1658,Basavanagudi
Vivek Gupta,Kia,Innova,1.8,Petrol,2019,15451,32919,Jayanagar
Divya Pillai,Honda,City,1,Petrol,1990,148875,1162,Rajajinagar
Deepak Choudhary,Honda,Thar,1.8,Diesel,2008,74200,14463,Hebbal
Meera Krishnan,Kia,Creta,1.6,Petrol,2004,116916,4941,Malleswaram
Rohit Joshi,Maruti,Harrier,2,Hybrid,2006,81807,16870,Whitefield
Ravi Singh,Mahindra,Harrier,5,Petrol,2002,161920,14992,Indiranagar
Sanjay Singh,Mahindra,Thar,2,Hybrid,2016,59995,31167,Rajajinagar
Aishwarya Bhatia,Hyundai,Harrier,1.4,Diesel,1999,97967,5923,Hebbal
Kiran Gupta,Honda,Nexon,2.4,Petrol,2010,86253,18512,Indiranagar
Sanjay Menon,Tata,Baleno,1.4,Petrol,2006,105496,6493,Yelahanka
Vivek Rao,Maruti,Nexon,4.4,Petrol,2006,86933,32811,Malleswaram
Arjun Nair,Kia,Swift,2,Diesel,2000,83403,8020,Indiranagar
Divya Kumar,Maruti,Innova,1,Hybrid,2008,96894,8015,Hebbal
Ravi Pillai,Tata,Seltos,5,Petrol,1989,110079,9515,Koramangala
Suresh Verma,Maruti,Creta,1,Petrol,1987,118046,1406,Jayanagar
Arjun Joshi,Kia,City,1,Petrol,1990,133453,1316,Yelahanka
Divya Choudhary,Kia,City,1.2,Petrol,2004,115270,4222,Koramangala
Suresh Choudhary,Hyundai,Innova,2,Petrol,2007,123230,6428,Malleswaram
Sneha Pillai,Mahindra,City,1.2,Petrol,2020,31051,22193,HSR Layout
Aishwarya Choudhary,Toyota,Creta,1,Hybrid,2002,107993,6436,Basavanagudi
Kavya Joshi,Hyundai,City,1,Petrol,2012,74391,8819,Koramangala
Sneha Dutta,Kia,Swift,1.8,Diesel,2015,34409,29661,Yelahanka
Divya Sharma,Kia,Creta,1.6,Petrol,1984,222934,754,Basavanagudi
Rohit Reddy,Mahindra,Swift,1.8,Hybrid,2013,25491,30965,Hebbal
Pooja Kumar,Mahindra,Harrier,2,Diesel,2003,106282,8230,Yelahanka
Manoj Singh,Kia,Swift,1.4,Petrol,2012,70980,10678,Basavanagudi
Divya Sharma,Tata,Creta,1.4,Diesel,1989,141449,2178,Whitefield
Vivek Joshi,Honda,Seltos,1.2,Hybrid,1999,111690,4319,Hebbal
Sanjay Deshmukh,Honda,Harrier,4,Petrol,2013,102094,35519,Yelahanka
Meera Gupta,Maruti,Seltos,1.4,Petrol,1998,180237,1850,Malleswaram
Priya Verma,Hyundai,Thar,2,Petrol,2015,69293,22651,HSR Layout
Kiran Bhatia,Tata,Swift,1.8,Diesel,2007,73979,13551,Yelahanka
Suresh Kumar,Honda,Thar,1.8,Diesel,1985,241339,752,Yelahanka
Meera Krishnan,Kia,Seltos,2,Petrol,2017,22888,36337,Jayanagar
Suresh Deshmukh,Honda,Innova,1.6,Diesel,2017,35633,25455,Jayanagar
Meera Mishra,Kia,Nexon,2,Hybrid,2004,120294,11137,Basavanagudi
Divya Nair,Tata,Nexon,1,Petrol,2003,80871,4752,Jayanagar
Vivek Menon,Kia,Innova,1.4,Petrol,1986,125273,1271,Jayanagar
Aishwarya Pillai,Mahindra,City,1.4,Petrol,1992,127159,1919,HSR Layout
Manoj Dutta,Mahindra,Innova,1.2,Petrol,2015,43239,16692,Hebbal
Sanjay Pillai,Tata,Nexon,1.6,Petrol,1998,120291,4518,Rajajinagar
Neha Menon,Mahindra,Creta,2.4,Petrol,2010,108076,16638,Malleswaram
Manoj Reddy,Mahindra,Creta,1.2,Petrol,2017,46828,16115,Koramangala
Manoj Reddy,Tata,Nexon,1.6,Hybrid,2002,40164,12289,Yelahanka
Neha Nair,Kia,Harrier,1.6,Diesel,2003,173291,3651,Indiranagar
Divya Singh,Mahindra,i20,1.8,Diesel,2008,45120,17445,Rajajinagar
Aishwarya Iyer,Mahindra,Creta,1.2,Diesel,2017,50572,20136,Malleswaram
Manoj Joshi,Honda,i20,2,Diesel,1999,61905,8672,Koramangala
Meera Iyer,Tata,Baleno,2,Petrol,1997,173698,3772,Jayanagar
Neha Mehta,Honda,Harrier,1.6,Petrol,1997,194625,2308,Koramangala
Sanjay Singh,Honda,City,2.2,Hybrid,2019,19241,62147,Jayanagar
Deepak Dutta,Mahindra,Seltos,2.4,Petrol,1998,130928,6862,Hebbal
Pooja Verma,Tata,Thar,1.4,Diesel,2007,97726,8116,HSR Layout
Vivek Bhatia,Maruti,Thar,1.4,Petrol,1993,198033,1136,Malleswaram
Priya Krishnan,Hyundai,Swift,4,Petrol,2019,28772,72417,Indiranagar
Ananya Sharma,Maruti,Nexon,1,Petrol,2000,105698,3673,Jayanagar
Ravi Menon,Honda,Nexon,1,Petrol,2016,54873,13432,Hebbal
Deepak Nair,Toyota,Nexon,1.2,Petrol,2009,109441,6157,Indiranagar
Shalini Menon,Kia,Innova,1.2,Petrol,2000,145337,2553,Hebbal
Divya Pillai,Maruti,i20,1.6,Diesel,2011,114383,11808,Basavanagudi
Ravi Iyer,Maruti,Creta,2,Petrol,2006,75169,13309,Yelahanka
Ravi Reddy,Maruti,Swift,1.4,Hybrid,2001,75892,6893,Basavanagudi
Arjun Sharma,Honda,Swift,2,Petrol,2003,153929,4571,Jayanagar
Meera Sharma,Hyundai,Harrier,2.2,Hybrid,2012,81542,26444,Malleswaram
Sneha Gupta,Hyundai,Baleno,1.4,Diesel,2001,143439,4771,Malleswaram
Sneha Rao,Hyundai,Baleno,4,Petrol,1991,190235,3392,Malleswaram
Kiran Rao,Maruti,Nexon,1.4,Hybrid,2002,192307,3830,Basavanagudi
Ravi Nair,Hyundai,Innova,1,Hybrid,1999,139238,4137,Yelahanka
Ananya Pillai,Maruti,City,1,Hybrid,2003,111861,6683,Malleswaram
Arjun Dutta,Hyundai,Innova,1.2,Petrol,2009,94666,7948,Rajajinagar
Sneha Pillai,Honda,Thar,2,Petrol,2008,102753,11864,Koramangala
Deepak Bhatia,Hyundai,Nexon,1.8,Diesel,2018,33187,34854,Hebbal
Kiran Menon,Toyota,Seltos,1.4,Petrol,1990,203630,1050,HSR Layout
Ajay Deshmukh,Tata,Swift,1.2,Petrol,1990,210325,772,Koramangala
Neha Sharma,Hyundai,Baleno,1.8,Petrol,2010,83902,14064,Yelahanka
Sneha Rao,Tata,Creta,3,Petrol,2017,52282,84080,Jayanagar
Suresh Joshi,Tata,Baleno,1.6,Diesel,1988,171942,1617,Rajajinagar
Vivek Mehta,Toyota,Harrier,2,Diesel,2019,18617,49410,Koramangala
Shalini Singh,Maruti,Harrier,1.4,Diesel,2009,7000,19305,Yelahanka
Priya Singh,Tata,Thar,2,Petrol,2008,84461,17249,Rajajinagar
Vivek Krishnan,Maruti,i20,1,Petrol,2001,101976,5054,Whitefield
Priya Patel,Maruti,Innova,1,Hybrid,2007,44067,10673,Hebbal
Priya Mishra,Honda,Nexon,1.6,Petrol,2003,76417,6197,Yelahanka
Deepak Nair,Toyota,Nexon,1,Diesel,2006,112899,6827,Hebbal
Shalini Menon,Mahindra,Baleno,1,Hybrid,1993,122181,3171,Yelahanka
